罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,白金町４丁目,2022/5/3,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2021/12/17,17,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2022/2/25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2022/3/13,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2022/3/30,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,2022/7/22,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,西五所,不明,不明,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,五井金杉１丁目,2022/9/5,10,その他,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,市原,白金交番,122190,千葉県,市原市,五井金杉１丁目,2022/12/19,13,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,大厩,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022/5/15,23,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022/5/18,19,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022/9/26,7,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022/9/26,13,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022/9/26,20,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022/10/1,23,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022/10/2,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市原,菊間交番,122190,千葉県,市原市,菊間,2022/11/2,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市原,藤井交番,122190,千葉県,市原市,市原,2022/6/29,17,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,市原,藤井交番,122190,千葉県,市原市,能満,2022/6/25,11,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,市原,藤井交番,122190,千葉県,市原市,能満,2022/6/25,23,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西１丁目,2022/8/24,18,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西１丁目,不明,不明,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西２丁目,2022/2/17,14,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西２丁目,2022/3/24,13,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西３丁目,2022/4/15,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西３丁目,2022/6/11,5,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西３丁目,2022/6/25,23,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西３丁目,2022/7/3,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西４丁目,2022/2/4,15,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西４丁目,2022/10/2,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西４丁目,2022/12/8,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台西５丁目,2022/7/22,15,道路上,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東３丁目,2021/12/30,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東３丁目,2022/3/25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東３丁目,2022/6/6,0,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東４丁目,2022/1/7,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,市原,辰巳台交番,122190,千葉県,市原市,辰巳台東４丁目,2022/6/15,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市原,青柳駐在所,122190,千葉県,市原市,青柳,2022/9/27,18,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,市原,青柳駐在所,122190,千葉県,市原市,千種４丁目,2022/6/2,21,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,市原,青柳駐在所,122190,千葉県,市原市,千種４丁目,2022/7/15,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,中川駐在所,122297,千葉県,袖ケ浦市,百目木,2022/2/12,14,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,木更津,中郷駐在所,122068,千葉県,木更津市,牛袋,2022/9/29,17,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,中郷駐在所,122068,千葉県,木更津市,下望陀,2022/7/16,9,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,請西,2022/12/9,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/1/7,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/1/8,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/7/11,16,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/9/7,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/9/8,11,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/9/16,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/9/25,10,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/10/16,18,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,築地,2022/10/22,13,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,畑沢南５丁目,2022/9/30,13,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,真舟２丁目,2022/6/19,8,その他,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,真舟２丁目,2022/8/9,20,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,真舟３丁目,2022/12/23,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,請西東３丁目,2022/8/17,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,請西南２丁目,2022/11/3,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,小浜交番,122068,千葉県,木更津市,請西南５丁目,2022/11/24,16,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,岩根３丁目,2022/10/11,9,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高砂３丁目,2022/1/6,20,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高砂３丁目,2022/2/21,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高砂３丁目,2022/5/6,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高砂３丁目,2022/11/21,6,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,高柳２丁目,2022/11/29,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/21,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,岩根駅前交番,122068,千葉県,木更津市,富士見２丁目,2022/5/9,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,吾妻２丁目,2022/7/9,12,その他,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,貝渕３丁目,2022/5/20,16,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,貝渕４丁目,2022/8/31,9,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,貝渕４丁目,2022/9/17,17,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,木更津２丁目,2022/8/28,14,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,幸町２丁目,2022/12/6,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,桜町２丁目,2022/11/1,14,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,東中央１丁目,2022/5/14,21,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,東中央１丁目,2022/10/6,21,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,東中央２丁目,2022/3/7,17,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,東中央３丁目,2022/4/22,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,,2022/10/14,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,,2022/11/12,8,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,,2022/12/14,16,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/1/8,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/1/9,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/1/14,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/1/20,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/3/14,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/3/27,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/4/9,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/4/18,19,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/4/20,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/4/20,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/4/24,10,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/4/25,不明,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/4/26,7,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/4/26,12,その他,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/5/10,8,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/5/11,7,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/5/11,14,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/5/13,7,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/5/16,18,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/5/19,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/5/20,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/5/22,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/2,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/3,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/3,15,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/6,7,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/9,8,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/10,0,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/10,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/12,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/16,7,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/18,15,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/23,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/24,9,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/24,12,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/6/29,14,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/8,14,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/10,18,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/13,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/15,12,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/15,14,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/21,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/29,17,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/29,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/7/31,5,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/8/9,8,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/8/15,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/8/22,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/8/24,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/8/26,19,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/9/2,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/9/15,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/9/19,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/9/30,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/9/30,14,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/1,18,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/4,7,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/14,14,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/16,9,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/16,10,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/22,6,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/27,8,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/28,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/30,11,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/31,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/31,15,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/10/31,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/1,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/4,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/4,15,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/6,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/10,18,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/15,13,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/15,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/16,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/16,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/17,9,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/19,16,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/11/25,20,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/12/9,9,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/12/10,10,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/12/13,10,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,木更津,木更津駅前交番,122068,千葉県,木更津市,富士見１丁目,2022/12/19,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
